original_product_id,product_id,product_name,item_no,cost,price_per_unit,shippable,family_category_id,subcategory_id,description
17547,NULL,Privacy w/ Closed Spindle Top 3-Way Post,SV563W3PCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17548,NULL,Privacy w/ Closed Spindle Top 3-Way Post,SV563W3PCTT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17549,NULL,Privacy w/ Closed Spindle Top 3-Way Post,SV573W4PCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17550,NULL,Privacy w/ Closed Spindle Top 3-Way Post,SV573W4PCTT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17551,NULL,Privacy w/ Closed Spindle Top 3-Way Post,SV583W5PCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17552,NULL,Privacy w/ Closed Spindle Top 3-Way Post,SV583W5PCTT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17553,NULL,Privacy w/ Closed Spindle Top 3-Way Post,SV593W6PCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17554,NULL,Privacy w/ Closed Spindle Top 3-Way Post,SV593W6PCTT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17555,NULL,Privacy w/ Closed Spindle Top Corner Post,SV56C3PCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17556,NULL,Privacy w/ Closed Spindle Top Corner Post,SV56C3PCTT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17557,NULL,Privacy w/ Closed Spindle Top Corner Post,SV57C4PCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17558,NULL,Privacy w/ Closed Spindle Top Corner Post,SV57C4PCTT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17559,NULL,Privacy w/ Closed Spindle Top Corner Post,SV58C5PCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17560,NULL,Privacy w/ Closed Spindle Top Corner Post,SV58C5PCTT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17561,NULL,Privacy w/ Closed Spindle Top Corner Post,SV59C6PCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17562,NULL,Privacy w/ Closed Spindle Top Corner Post,SV59C6PCTT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17563,NULL,Privacy w/ Closed Spindle Top Double Gate,SV3100DGPCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17564,NULL,Privacy w/ Closed Spindle Top Double Gate,SV3100DGPCTT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17565,NULL,Privacy w/ Closed Spindle Top Double Gate,SV3124DGPCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17566,NULL,Privacy w/ Closed Spindle Top Double Gate,SV3124DGPCTT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
17567,NULL,Privacy w/ Closed Spindle Top Single Gate,SV344WGPCT,NULL,0,0,16,23,"A square spindle picket fence offers a stylish blend of charm and functionality, perfect for enhancing gardens, front yards, or pool areas. Its evenly spaced square spindles provide an elegant look while maintaining visibility and airflow. Ideal for creating safe spaces for children or pets, it is also great for framing flower beds or pathways. Durable and customizable, this fence adds beauty and value to any property, blending seamlessly with various architectural styles."
